"COUNTRY_OR_AREA","COMMODITY_TRANSACTION","YEAR","UNIT","QUANTITY_FOOTNOTES","QUANTITY"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","433"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","380"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","327"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","317"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","293"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","330"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","314"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","270"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","90"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","96"
"United Arab Emirates","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","102"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","297"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","286"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","394"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","311"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","330"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","251"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","315"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","298"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","330"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","341"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","319"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","353"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","280"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","287"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","305"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","314"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","366"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","344"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","386"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","406"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","406"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","423"
"United Kingdom","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","360"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","33"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","26"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","18"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","8"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","7"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","7"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","6"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","6"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","6"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","4"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","3"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","4"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","3"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","3"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","1","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","1","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","1","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","1","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","1","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","5"
"United Rep. of Tanzania","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","5"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","18632"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","6412"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","6293"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","6026"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","6375"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","6658"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","6384"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","7531"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","7713"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","8217"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","7940"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","7742"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","8432"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","8067"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","5933"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","6241"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","5932"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","5448"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","5352"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","5103"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","4998"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1991","Metric tons,  thousand","null","5010"
"United States","Liquefied petroleum gas (LPG) - Consumption by households","1990","Metric tons,  thousand","null","4695"
"Uruguay","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","95.3000030517578"
"Uruguay","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","96.1999969482422"
"Uruguay","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","96.3000030517578"
"Uruguay","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","91.6999969482422"
"Uruguay","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","86.1999969482422"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","444"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","429"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2003","Metric tons,  thousand","null","237"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2002","Metric tons,  thousand","null","242"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2001","Metric tons,  thousand","null","192"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","2000","Metric tons,  thousand","null","134"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1999","Metric tons,  thousand","null","110"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1998","Metric tons,  thousand","null","63"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1997","Metric tons,  thousand","null","72"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1996","Metric tons,  thousand","null","32"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1995","Metric tons,  thousand","null","27"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1994","Metric tons,  thousand","null","11"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1993","Metric tons,  thousand","null","0"
"Viet Nam","Liquefied petroleum gas (LPG) - Consumption by households","1992","Metric tons,  thousand","null","0"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2012","Metric tons,  thousand","null","568"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2011","Metric tons,  thousand","null","496"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2010","Metric tons,  thousand","null","624"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2009","Metric tons,  thousand","null","623"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2008","Metric tons,  thousand","null","643"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2007","Metric tons,  thousand","null","627"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2006","Metric tons,  thousand","null","602"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2005","Metric tons,  thousand","null","584"
"Yemen","Liquefied petroleum gas (LPG) - Consumption by households","2004","Metric tons,  thousand","null","574"
